timestamp,temp,ac,lights,occu
1128,25.08,On,On,241
1129,25.06,On,On,241
1130,25.07,On,On,241
1131,25.09,On,On,241
1132,25.12,On,On,241
1133,25.14,On,On,241
1134,25.13,On,On,241
1135,25.16,On,On,241
1136,25.16,On,On,241
1137,25.14,On,On,241
1138,25.14,On,On,241
1139,25.15,On,On,241
1140,25.16,On,On,241
1141,25.15,On,On,242
1142,25.18,On,On,242
1143,25.2,On,On,242
1144,25.16,On,On,242
1145,25.17,On,On,242
1146,25.16,On,On,242
1147,25.16,On,On,242
1148,25.18,On,On,242
1149,25.16,On,On,242
1150,25.16,On,On,241
1151,25.15,On,On,241
1152,25.14,On,On,241
1153,25.13,On,On,241
1154,25.17,On,On,241
1155,25.15,On,On,241
1156,25.16,On,On,241
1157,25.15,On,On,240
1158,25.13,On,On,240
1159,25.13,On,On,240
1160,25.14,On,On,240
1161,25.13,On,On,240
1162,25.11,On,On,240
1163,25.11,On,On,240
1164,25.12,On,On,240
1165,25.12,On,On,240
1166,25.12,On,On,240
1167,25.14,On,On,240
1168,25.13,On,On,240
1169,25.13,On,On,240
1170,25.13,On,On,240
1171,25.13,On,On,240
1172,25.12,On,On,240
1173,25.12,On,On,240
1174,25.12,On,On,240
1175,25.11,On,On,240
1176,25.09,On,On,239
1177,25.09,On,On,239
1178,25.09,On,On,239
1179,25.08,On,On,238
1180,25.12,On,On,238
1181,25.11,On,On,238
1182,25.11,On,On,238
1183,25.13,On,On,238
1184,25.14,On,On,238
1185,25.15,On,On,238
1186,25.15,On,On,238
1187,25.16,On,On,238
1188,25.18,On,On,238
1189,25.19,On,On,238
1190,25.19,On,On,238
1191,25.18,On,On,238
1192,25.17,On,On,237
1193,25.18,On,On,237
1194,25.15,On,On,237
1195,25.15,On,On,237
1196,25.14,On,On,237
1197,25.16,On,On,237
1198,25.19,On,On,237
1199,25.2,On,On,237
1200,25.21,On,On,237
1201,25.22,On,On,237
1202,25.25,On,On,238
1203,25.28,On,On,238
1204,25.28,On,On,239
1205,25.28,On,On,239
1206,25.27,On,On,238
1207,25.29,On,On,238
1208,25.28,On,On,239
1209,25.31,On,On,239
1210,25.28,On,On,239
1211,25.27,On,On,239
1212,25.28,On,On,239
1213,25.28,On,On,240
1214,25.27,On,On,240
1215,25.26,On,On,240
1216,25.26,On,On,240
1217,25.28,On,On,240
1218,25.28,On,On,240
1219,25.27,On,On,240
1220,25.27,On,On,240
1221,25.26,On,On,240
1222,25.27,On,On,240
1223,25.27,On,On,240
1224,25.29,On,On,240
1225,25.26,On,On,240
1226,25.24,On,On,240
1227,25.24,On,On,240
1228,25.23,On,On,240
1229,25.23,On,On,240
1230,25.22,On,On,240
1231,25.23,On,On,240
1232,25.25,On,On,240
1233,25.24,On,On,240
1234,25.22,On,On,241
1235,25.22,On,On,241
1236,25.21,On,On,240
1237,25.21,On,On,240
1238,25.21,On,On,240
1239,25.21,On,On,240
1240,25.22,On,On,239
1241,25.22,On,On,239
1242,25.22,On,On,239
1243,25.22,On,On,239
1244,25.24,On,On,239
1245,25.24,On,On,239
1246,25.24,On,On,239
1247,25.27,On,On,239
1248,25.26,On,On,239
1249,25.24,On,On,239
1250,25.23,On,On,239
1251,25.24,On,On,239
1252,25.22,On,On,239
1253,25.23,On,On,239
1254,25.2,On,On,239
1255,25.2,On,On,239
1256,25.19,On,On,239
1257,25.21,On,On,239
1258,25.2,On,On,239
1259,25.19,On,On,239
1260,25.22,On,On,239
1261,25.24,On,On,239
1262,25.24,On,On,240
1263,25.22,On,On,240
1264,25.22,On,On,240
1265,25.23,On,On,240
1266,25.24,On,On,240
1267,25.23,On,On,240
1268,25.23,On,On,240
1269,25.21,On,On,240
1270,25.21,On,On,240
1271,25.24,On,On,241
1272,25.25,On,On,241
1273,25.25,On,On,241
1274,25.25,On,On,241
1275,25.27,On,On,241
1276,25.25,On,On,241
1277,25.25,On,On,241
1278,25.27,On,On,241
1279,25.28,On,On,241
1280,25.27,On,On,241
1281,25.27,On,On,241
1282,25.27,On,On,241
1283,25.27,On,On,241
1284,25.26,On,On,241
1285,25.28,On,On,241
1286,25.26,On,On,241
1287,25.24,On,On,241
1288,25.24,On,On,241
1289,25.24,On,On,241
1290,25.26,On,On,241
1291,25.27,On,On,241
1292,25.27,On,On,241
1293,25.28,On,On,240
1294,25.29,On,On,240
1295,25.26,On,On,240
1296,25.25,On,On,240
1297,25.26,On,On,240
1298,25.28,On,On,240
1299,25.27,On,On,240
1300,25.28,On,On,240
1301,25.27,On,On,240
1302,25.28,On,On,240
1303,25.28,On,On,240
1304,25.27,On,On,240
1305,25.27,On,On,241
1306,25.27,On,On,241
1307,25.29,On,On,241
1308,25.28,On,On,241
1309,25.29,On,On,241
1310,25.27,On,On,241
1311,25.26,On,On,241
1312,25.26,On,On,241
1313,25.26,On,On,241
1314,25.24,On,On,241
1315,25.23,On,On,241
1316,25.23,On,On,241
1317,25.18,On,On,241
1318,25.21,On,On,241
1319,25.23,On,On,241
1320,25.23,On,On,241
1321,25.24,On,On,241
1322,25.22,On,On,241
1323,25.23,On,On,241
1324,25.26,On,On,241
1325,25.23,On,On,241
1326,25.2,On,On,241
1327,25.21,On,On,241
1328,25.2,On,On,241
1329,25.18,On,On,240
1330,25.2,On,On,240
1331,25.19,On,On,240
1332,25.19,On,On,240
1333,25.19,On,On,240
1334,25.18,On,On,240
1335,25.16,On,On,240
1336,25.19,On,On,240
1337,25.2,On,On,240
1338,25.2,On,On,240
1339,25.2,On,On,240
1340,25.23,On,On,240
1341,25.25,On,On,240
1342,25.27,On,On,240
1343,25.26,On,On,240
1344,25.24,On,On,239
1345,25.23,On,On,238
1346,25.25,On,On,238
1347,25.25,On,On,238
1348,25.25,On,On,238
1349,25.24,On,On,238
1350,25.28,On,On,238
1351,25.27,On,On,238
1352,25.29,On,On,238
1353,25.3,On,On,238
1354,25.33,On,On,239
1355,25.33,On,On,239
1356,25.34,On,On,239
1357,25.36,On,On,239
1358,25.35,On,On,240
1359,25.35,On,On,240
1360,25.33,On,On,240
1361,25.34,On,On,240
1362,25.32,On,On,240
1363,25.34,On,On,240
1364,25.34,On,On,240
1365,25.31,On,On,240
1366,25.31,On,On,240
1367,25.3,On,On,240
1368,25.3,On,On,240
1369,25.29,On,On,240
1370,25.29,On,On,240
1371,25.29,On,On,240
1372,25.29,On,On,239
1373,25.28,On,On,239
1374,25.29,On,On,239
1375,25.31,On,On,239
1376,25.32,On,On,239
1377,25.31,On,On,239
1378,25.33,On,On,239
1379,25.33,On,On,239
1380,25.34,On,On,239
1381,25.33,On,On,239
1382,25.34,On,On,240
1383,25.36,On,On,240
1384,25.37,On,On,240
1385,25.37,On,On,240
1386,25.36,On,On,241
1387,25.39,On,On,241
1388,25.38,On,On,241
1389,25.39,On,On,241
1390,25.37,On,On,241
1391,25.36,On,On,241
1392,25.35,On,On,241
1393,25.35,On,On,241
1394,25.36,On,On,241
1395,25.37,On,On,241
1396,25.39,On,On,241
1397,25.4,On,On,241
1398,25.39,On,On,240
1399,25.36,On,On,240
1400,25.37,On,On,240
1401,25.38,On,On,240
1402,25.37,On,On,240
1403,25.38,On,On,240
1404,25.36,On,On,240
1405,25.36,On,On,240
1406,25.34,On,On,240
1407,25.37,On,On,240
1408,25.37,On,On,240
1409,25.36,On,On,240
1410,25.35,On,On,240
1411,25.36,On,On,240
1412,25.33,On,On,240
1413,25.29,On,On,239
1414,25.28,On,On,239
1415,25.27,On,On,239
1416,25.27,On,On,239
1417,25.26,On,On,239
1418,25.25,On,On,239
1419,25.24,On,On,240
1420,25.23,On,On,240
1421,25.23,On,On,240
1422,25.19,On,On,240
1423,25.19,On,On,240
1424,25.21,On,On,240
1425,25.23,On,On,240
1426,25.19,On,On,240
1427,25.2,On,On,240
1428,25.23,On,On,240
1429,25.23,On,On,240
1430,25.2,On,On,240
1431,25.22,On,On,240
1432,25.24,On,On,240
1433,25.25,On,On,240
1434,25.22,On,On,240
1435,25.21,On,On,240
1436,25.22,On,On,240
1437,25.24,On,On,240
1438,25.24,On,On,240
1439,25.26,On,On,240
1440,25.26,On,On,240
1441,25.24,On,On,240
1442,25.25,On,On,240
1443,25.27,On,On,240
1444,25.25,On,On,240
1445,25.25,On,On,240
1446,25.27,On,On,240
1447,25.27,On,On,240
1448,25.25,On,On,240
1449,25.28,On,On,240
1450,25.29,On,On,241
1451,25.31,On,On,241
1452,25.28,On,On,241
1453,25.28,On,On,241
1454,25.28,On,On,241
1455,25.29,On,On,241
1456,25.27,On,On,241
1457,25.26,On,On,241
1458,25.26,On,On,241
1459,25.24,On,On,241
1460,25.24,On,On,241
1461,25.25,On,On,241
1462,25.24,On,On,241
1463,25.25,On,On,241
1464,25.26,On,On,241
1465,25.26,On,On,241
1466,25.27,On,On,241
1467,25.27,On,On,241
1468,25.28,On,On,241
1469,25.29,On,On,241
1470,25.28,On,On,241
1471,25.27,On,On,241
1472,25.25,On,On,241
1473,25.24,On,On,241
1474,25.23,On,On,241
1475,25.25,On,On,241
1476,25.25,On,On,241
1477,25.25,On,On,241
1478,25.27,On,On,241
1479,25.27,On,On,241
1480,25.27,On,On,241
1481,25.28,On,On,241
1482,25.27,On,On,240
1483,25.26,On,On,240
1484,25.25,On,On,240
1485,25.23,On,On,240
1486,25.23,On,On,240
1487,25.23,On,On,240
1488,25.25,On,On,240
1489,25.26,On,On,240
1490,25.23,On,On,240
1491,25.25,On,On,240
1492,25.24,On,On,240
1493,25.24,On,On,240
1494,25.22,On,On,240
1495,25.2,On,On,241
1496,25.22,On,On,241
1497,25.2,On,On,241
1498,25.2,On,On,241
1499,25.2,On,On,241
1500,25.22,On,On,240
1501,25.22,On,On,237
1502,25.18,On,On,237
1503,25.17,On,On,237
1504,25.19,On,On,235
1505,25.19,On,On,235
1506,25.19,On,On,232
1507,25.16,On,On,229
1508,25.17,On,On,229
1509,25.17,On,On,226
1510,25.13,On,On,223
1511,25.12,On,On,221
1512,25.1,On,On,221
1513,25.09,On,On,217
1514,25.09,On,On,217
1515,25.09,On,On,217
1516,25.09,On,On,216
1517,25.08,On,On,216
1518,25.07,On,On,214
1519,25.03,On,On,213
1520,25.04,On,On,211
1521,25.03,On,On,211
1522,25.02,On,On,209
1523,24.99,On,On,206
1524,24.99,On,On,203
1525,25.0,On,On,199
1526,25.01,On,On,196
1527,25.0,On,On,193
1528,25.01,On,On,189
1529,25.0,On,On,187
1530,25.01,On,On,187
1531,25.0,On,On,187
1532,24.99,On,On,183
1533,24.96,On,On,180
1534,24.95,On,On,180
1535,24.93,On,On,177
1536,24.91,On,On,175
1537,24.9,On,On,174
1538,24.9,On,On,172
1539,24.89,On,On,171
1540,24.88,On,On,167
1541,24.87,On,On,163
1542,24.85,On,On,161
1543,24.83,On,On,157
1544,24.8,On,On,157
1545,24.79,On,On,154
1546,24.76,On,On,154
1547,24.75,On,On,153
1548,24.73,On,On,151
1549,24.7,On,On,151
1550,24.69,On,On,148
1551,24.68,On,On,147
1552,24.67,On,On,147
1553,24.66,On,On,145
1554,24.66,On,On,144
1555,24.65,On,On,140
1556,24.65,On,On,140
1557,24.64,On,On,137
1558,24.62,On,On,137
1559,24.61,On,On,137
1560,24.62,On,On,133
1561,24.61,On,On,130
1562,24.61,On,On,128
1563,24.6,On,On,124
1564,24.56,On,On,124
1565,24.56,On,On,123
1566,24.54,On,On,121
1567,24.53,On,On,119
1568,24.49,On,On,119
1569,24.46,On,On,118
1570,24.44,On,On,115
1571,24.44,On,On,113
1572,24.41,On,On,112
1573,24.43,On,On,109
1574,24.41,On,On,107
1575,24.39,On,On,106
1576,24.37,On,On,104
1577,24.36,On,On,101
1578,24.33,On,On,98
1579,24.31,On,On,94
1580,24.28,On,On,90
1581,24.23,On,On,87
1582,24.21,On,On,86
1583,24.19,On,On,85
1584,24.16,On,On,83
1585,24.12,On,On,81
1586,24.1,On,On,80
1587,24.06,On,On,77
1588,24.06,On,On,77
1589,24.01,On,On,77
1590,24.0,On,On,77
1591,23.99,On,On,74
1592,23.96,On,On,70
1593,23.94,On,On,66
1594,23.93,On,On,63
1595,23.88,On,On,63
1596,23.84,On,On,59
1597,23.8,On,On,58
1598,23.75,On,On,57
1599,23.71,On,On,55
1600,23.7,On,On,52
1601,23.66,On,On,51
1602,23.65,On,On,48
1603,23.64,On,On,44
1604,23.59,On,On,40
1605,23.58,On,On,38
1606,23.55,On,On,37
1607,23.54,On,On,37
1608,23.5,On,On,36
1609,23.47,On,On,35
1610,23.45,On,On,35
1611,23.42,On,On,31
1612,23.41,On,On,31
1613,23.39,On,On,29
1614,23.35,On,On,29
1615,23.32,On,On,29
1616,23.27,On,On,26
1617,23.22,On,On,25
1618,23.19,On,On,23
1619,23.17,On,On,21
1620,23.13,On,On,17
1621,23.12,On,On,17
1622,23.13,On,On,17
1623,23.07,On,On,17
1624,23.03,On,On,17
1625,22.98,On,On,14
1626,22.95,On,On,12
1627,22.89,On,On,8
1628,22.85,On,On,8
1629,22.8,On,On,8
1630,22.79,On,On,6
1631,22.76,On,On,4
1632,22.71,On,On,2
1633,22.67,On,On,0
1634,22.65,On,On,0
1635,22.58,On,On,0
1636,22.54,On,On,0
1637,22.49,On,On,0
1638,22.48,On,On,0
1639,22.45,On,On,0
1640,22.45,On,On,0
1641,22.4,On,On,0
1642,22.35,On,On,0
1643,22.31,On,On,0
1644,22.28,On,On,0
1645,22.26,On,On,0
1646,22.23,On,On,0
1647,22.18,On,On,0
1648,22.12,On,On,0
1649,22.09,On,On,0
1650,22.06,On,On,0
1651,22.03,On,On,0
1652,21.98,On,On,0
1653,21.95,On,On,0
1654,21.92,On,On,0
1655,21.89,On,On,0
1656,21.85,On,On,0
1657,21.81,On,On,0
1658,21.77,On,On,0
1659,21.77,On,On,0
1660,21.73,On,On,0
1661,21.71,On,On,0
1662,21.67,On,On,0
1663,21.63,On,On,0
1664,21.58,On,On,0
1665,21.55,On,On,0
1666,21.53,On,On,0
1667,21.48,On,On,0
1668,21.5,Off,On,0
1669,21.49,Off,On,0
1670,21.5,Off,On,0
1671,21.51,Off,On,0
1672,21.49,Off,On,0
1673,21.5,Off,On,0
1674,21.48,Off,On,0
1675,21.47,Off,On,0
1676,21.47,Off,On,0
1677,21.45,Off,On,0
1678,21.48,Off,On,0
1679,21.49,Off,On,0
1680,21.52,Off,On,0
1681,21.54,Off,On,0
1682,21.56,Off,On,0
1683,21.53,Off,On,0
1684,21.55,Off,On,0
1685,21.55,Off,On,0
1686,21.55,Off,On,0
1687,21.52,Off,On,0
1688,21.52,Off,On,0
1689,21.52,Off,On,0
1690,21.55,Off,On,0
1691,21.57,Off,On,0
1692,21.57,Off,On,0
1693,21.57,Off,On,0
1694,21.57,Off,On,0
1695,21.56,Off,On,0
1696,21.56,Off,On,0
1697,21.57,Off,On,0
1698,21.58,Off,On,0
1699,21.61,Off,On,0
1700,21.63,Off,On,0
1701,21.63,Off,On,0
1702,21.63,Off,On,0
1703,21.63,Off,On,0
1704,21.63,Off,On,0
1705,21.61,Off,On,0
1706,21.6,Off,On,0
1707,21.59,Off,On,0
1708,21.59,Off,On,0
1709,21.59,Off,On,0
1710,21.61,Off,On,0
1711,21.61,Off,On,0
1712,21.6,Off,On,0
1713,21.63,Off,On,0
1714,21.63,Off,On,0
1715,21.62,Off,On,0
1716,21.61,Off,On,0
1717,21.61,Off,On,0
1718,21.63,Off,On,0
1719,21.63,Off,On,0
1720,21.63,Off,On,0
1721,21.61,Off,On,0
1722,21.58,Off,On,0
1723,21.59,Off,On,0
1724,21.59,Off,On,0
1725,21.6,Off,On,0
1726,21.6,Off,On,0
1727,21.6,Off,On,0
1728,21.6,Off,On,0
1729,21.62,Off,On,0
1730,21.63,Off,On,0
1731,21.65,Off,On,0
1732,21.65,Off,On,0
1733,21.67,Off,On,0
1734,21.69,Off,On,0
1735,21.69,Off,On,0
1736,21.68,Off,On,0
1737,21.69,Off,On,0
1738,21.67,Off,On,0
1739,21.66,Off,On,0
1740,21.66,Off,On,0
1741,21.69,Off,On,0
1742,21.69,Off,On,0
1743,21.69,Off,On,0
1744,21.71,Off,On,0
1745,21.72,Off,On,0
1746,21.71,Off,On,0
1747,21.73,Off,On,0
1748,21.74,Off,On,0
1749,21.75,Off,On,0
1750,21.74,Off,On,0
1751,21.76,Off,Off,0
1752,21.75,Off,Off,0
1753,21.78,Off,Off,0
1754,21.77,Off,Off,0
1755,21.75,Off,Off,0
1756,21.75,Off,Off,0
1757,21.74,Off,Off,0
1758,21.75,Off,Off,0
1759,21.77,Off,Off,0
1760,21.77,Off,Off,0
1761,21.74,Off,Off,0
1762,21.76,Off,Off,0
1763,21.78,Off,Off,0
1764,21.77,Off,Off,0
1765,21.79,Off,Off,0
1766,21.79,Off,Off,0
1767,21.81,Off,Off,0
1768,21.81,Off,Off,0
1769,21.8,Off,Off,0
1770,21.8,Off,Off,0
1771,21.82,Off,Off,0
1772,21.83,Off,Off,0
1773,21.83,Off,Off,0
1774,21.82,Off,Off,0
1775,21.86,Off,Off,0
1776,21.85,Off,Off,0
1777,21.85,Off,Off,0
1778,21.84,Off,Off,0
1779,21.86,Off,Off,0
1780,21.86,Off,Off,0
1781,21.88,Off,Off,0
1782,21.88,Off,Off,0
1783,21.9,Off,Off,0
1784,21.91,Off,Off,0
1785,21.93,Off,Off,0
1786,21.94,Off,Off,0
1787,21.94,Off,Off,0
1788,21.96,Off,Off,0
1789,21.96,Off,Off,0
1790,21.94,Off,Off,0
1791,21.94,Off,Off,0
1792,21.95,Off,Off,0
1793,21.94,Off,Off,0
1794,21.93,Off,Off,0
1795,21.93,Off,Off,0
1796,21.91,Off,Off,0
1797,21.91,Off,Off,0
1798,21.89,Off,Off,0
1799,21.88,Off,Off,0
